1, Paris, Lightweight, 1
21792, Dublin, Welterweight, 1
21793, Denver, Welterweight, 1
21794, Dublin, Welterweight, 0
21795, New York, Welterweight, 0
21796, New York, Welterweight, 1
21797, Denver, Welterweight, 0
21798, Los Angeles, Welterweight, 0
21799, Denver, Welterweight, 1
21800, Seattle, Welterweight, 1
21801, Seattle, Welterweight, 0
21802, Las Vegas, Welterweight, 0
21803, Denver, Welterweight, 0
21804, Denver, Welterweight, 1
21805, Las Vegas, Welterweight, 0
21806, London, Welterweight, 0
21807, Denver, Welterweight, 1
21808, Paris, Welterweight, 0
21809, New York, Welterweight, 0
21810, Paris, Welterweight, 1
21811, London, Welterweight, 1
21812, London, Welterweight, 0
21813, Paris, Welterweight, 1
21814, Paris, Welterweight, 1
21815, Las Vegas, Welterweight, 1
21816, Los Angeles, Welterweight, 1
21817, Las Vegas, Welterweight, 0
21818, Las Vegas, Welterweight, 0
21819, Las Vegas, Welterweight, 0
21820, Las Vegas, Welterweight, 1
21821, London, Welterweight, 1
21822, Seattle, Welterweight, 1
21823, Denver, Welterweight, 1
21824, London, Welterweight, 0
21825, Denver, Welterweight, 0
21826, Paris, Welterweight, 1
21827, Paris, Welterweight, 1
21828, Denver, Welterweight, 0
21829, Seattle, Welterweight, 1
21830, Dublin, Welterweight, 0
21831, Las Vegas, Welterweight, 0
21832, New York, Welterweight, 1
21833, Dublin, Welterweight, 1
21834, Las Vegas, Welterweight, 0
21835, London, Welterweight, 1
21836, Denver, Welterweight, 1
21837, Paris, Welterweight, 1
21838, Seattle, Welterweight, 1
21839, New York, Welterweight, 1
21840, Las Vegas, Welterweight, 0
21841, Las Vegas, Welterweight, 1
21842, Paris, Welterweight, 0
21843, London, Welterweight, 1
21844, Los Angeles, Welterweight, 0
21845, Denver, Welterweight, 1
21846, Las Vegas, Welterweight, 0
21847, Los Angeles, Welterweight, 0
21848, Paris, Welterweight, 0
21849, Dublin, Welterweight, 0
21850, Dublin, Welterweight, 1
21851, Los Angeles, Welterweight, 0
21852, Los Angeles, Welterweight, 1
21853, Paris, Welterweight, 0
21854, Las Vegas, Welterweight, 1
21855, Paris, Welterweight, 0
21856, Los Angeles, Welterweight, 1
21857, Paris, Welterweight, 1
21858, Denver, Welterweight, 0
21859, London, Welterweight, 1
21860, Seattle, Welterweight, 1
21861, Las Vegas, Welterweight, 1
21862, Seattle, Welterweight, 1
21863, New York, Welterweight, 1
21864, Denver, Welterweight, 0
21865, London, Welterweight, 1
21866, Las Vegas, Welterweight, 1
21867, New York, Welterweight, 0
21868, Denver, Welterweight, 1
21869, New York, Welterweight, 1
21870, Las Vegas, Welterweight, 0
21871, Los Angeles, Welterweight, 0
21872, Denver, Welterweight, 0
21873, Dublin, Welterweight, 1
21874, Las Vegas, Welterweight, 1
21875, Paris, Welterweight, 1
21876, London, Welterweight, 0
21877, Dublin, Welterweight, 1
21878, Los Angeles, Welterweight, 0
21879, Las Vegas, Welterweight, 1
21880, London, Welterweight, 1
21881, Dublin, Welterweight, 0
21882, Paris, Welterweight, 0
21883, Seattle, Welterweight, 0
21884, Paris, Welterweight, 1
21885, New York, Welterweight, 1
21886, Dublin, Welterweight, 1
21887, Los Angeles, Welterweight, 1
21888, Paris, Welterweight, 1
21889, Dublin, Welterweight, 1
21890, Dublin, Welterweight, 0
21891, New York, Welterweight, 0
21892, New York, Welterweight, 0
21893, Las Vegas, Welterweight, 1
21894, London, Welterweight, 0
21895, Denver, Welterweight, 1
21896, New York, Welterweight, 0
21897, Seattle, Welterweight, 0
21898, Paris, Welterweight, 0
21899, London, Welterweight, 1
21900, Los Angeles, Welterweight, 1
21901, Paris, Welterweight, 0
21902, Paris, Welterweight, 0
21903, Paris, Welterweight, 1
21904, Dublin, Welterweight, 1
21905, New York, Welterweight, 0
21906, Paris, Welterweight, 1
21907, Dublin, Welterweight, 0
21908, Dublin, Welterweight, 1
21909, Seattle, Welterweight, 0
21910, Las Vegas, Welterweight, 1
21911, Los Angeles, Welterweight, 1
21912, Dublin, Welterweight, 1
21913, Seattle, Welterweight, 0
21914, Las Vegas, Welterweight, 0
21915, Los Angeles, Welterweight, 1
21916, Seattle, Welterweight, 0
21917, Paris, Welterweight, 1
21918, Paris, Welterweight, 0
21919, London, Welterweight, 1
21920, Las Vegas, Welterweight, 0
21921, Denver, Welterweight, 0
21922, Las Vegas, Welterweight, 0
21923, Paris, Welterweight, 1
21924, London, Welterweight, 0
21925, Denver, Welterweight, 0
21926, Paris, Welterweight, 1
21927, Las Vegas, Welterweight, 1
21928, Paris, Welterweight, 0
21929, Dublin, Welterweight, 0
21930, London, Welterweight, 1
21931, Los Angeles, Welterweight, 0
21932, London, Welterweight, 0
21933, Dublin, Welterweight, 1
21934, Denver, Welterweight, 0
21935, Denver, Welterweight, 1
21936, New York, Welterweight, 0
21937, Paris, Welterweight, 1
21938, London, Welterweight, 1
21939, Las Vegas, Welterweight, 1
21940, Dublin, Welterweight, 0
21941, Denver, Welterweight, 0
21942, Los Angeles, Welterweight, 0
21943, London, Welterweight, 1
21944, Seattle, Welterweight, 0
21945, New York, Welterweight, 1
21946, New York, Welterweight, 0
21947, New York, Welterweight, 1
21948, Las Vegas, Welterweight, 1
21949, Los Angeles, Welterweight, 1
21950, New York, Welterweight, 0
21951, Paris, Welterweight, 0
21952, London, Welterweight, 1
21953, Los Angeles, Welterweight, 0
21954, Los Angeles, Welterweight, 1
21955, London, Welterweight, 1
21956, London, Welterweight, 1
21957, Las Vegas, Welterweight, 0
21958, Paris, Welterweight, 1
21959, Dublin, Welterweight, 1
21960, Seattle, Welterweight, 0
21961, London, Welterweight, 0
21962, Denver, Welterweight, 0
21963, Seattle, Welterweight, 1
21964, Las Vegas, Welterweight, 0
21965, New York, Welterweight, 1
21966, Seattle, Welterweight, 1
21967, Dublin, Welterweight, 1
21968, Paris, Welterweight, 0
21969, Las Vegas, Welterweight, 0
21970, Dublin, Welterweight, 0
21971, Los Angeles, Welterweight, 0
21972, London, Welterweight, 0
21973, New York, Welterweight, 1
21974, New York, Welterweight, 1
21975, Denver, Welterweight, 0
21976, Seattle, Welterweight, 0
21977, London, Welterweight, 1
21978, New York, Welterweight, 1
21979, Paris, Welterweight, 1
21980, Denver, Welterweight, 0
21981, New York, Welterweight, 0
21982, New York, Welterweight, 0
21983, Dublin, Welterweight, 0
21984, Seattle, Welterweight, 1
21985, Seattle, Welterweight, 0
21986, New York, Welterweight, 1
21987, Dublin, Welterweight, 0
21988, London, Welterweight, 0
21989, Los Angeles, Welterweight, 0
21990, Las Vegas, Welterweight, 0
21991, London, Welterweight, 0
21992, Las Vegas, Welterweight, 1
21993, Las Vegas, Welterweight, 1
21994, Denver, Welterweight, 1
21995, Seattle, Welterweight, 1
21996, Los Angeles, Welterweight, 0
21997, Las Vegas, Welterweight, 0
21998, Los Angeles, Welterweight, 1
21999, London, Welterweight, 1
22000, Las Vegas, Welterweight, 1
22001, London, Welterweight, 0
22002, London, Welterweight, 0
22003, Las Vegas, Welterweight, 1
22004, Los Angeles, Welterweight, 1
22005, Las Vegas, Welterweight, 0
22006, New York, Welterweight, 1
22007, New York, Welterweight, 0
22008, Denver, Welterweight, 1
22009, London, Welterweight, 0
22010, Seattle, Welterweight, 1
22011, Dublin, Welterweight, 1
22012, Los Angeles, Welterweight, 0
22013, Seattle, Welterweight, 0
22014, Las Vegas, Welterweight, 0
22015, Denver, Welterweight, 0
22016, Denver, Welterweight, 1
22017, Los Angeles, Welterweight, 0
22018, Denver, Welterweight, 0
22019, Paris, Welterweight, 0
22020, Seattle, Welterweight, 0
22021, Las Vegas, Welterweight, 0
22022, London, Welterweight, 1
22023, London, Welterweight, 0
22024, Denver, Welterweight, 0
22025, Paris, Welterweight, 1
22026, Seattle, Welterweight, 0
22027, Los Angeles, Welterweight, 0
22028, Seattle, Welterweight, 0
22029, Paris, Welterweight, 1
22030, Paris, Welterweight, 1
22031, Paris, Welterweight, 0
22032, Paris, Welterweight, 1
22033, London, Welterweight, 1
22034, Seattle, Welterweight, 1
22035, Los Angeles, Welterweight, 0
22036, Paris, Welterweight, 1
22037, Las Vegas, Welterweight, 1
22038, Paris, Welterweight, 1
22039, Paris, Welterweight, 1
22040, Seattle, Welterweight, 1
22041, London, Welterweight, 0
22042, Los Angeles, Welterweight, 1
22043, Los Angeles, Welterweight, 1
22044, Denver, Welterweight, 0
22045, Dublin, Welterweight, 1
22046, Denver, Welterweight, 0
22047, Paris, Welterweight, 1
22048, Paris, Welterweight, 1
22049, New York, Welterweight, 0
22050, Denver, Welterweight, 1
22051, Seattle, Welterweight, 0
22052, Las Vegas, Welterweight, 1
22053, Las Vegas, Welterweight, 1
22054, Dublin, Welterweight, 1
22055, Seattle, Welterweight, 1
22056, Los Angeles, Welterweight, 0
22057, Los Angeles, Welterweight, 0
22058, Seattle, Welterweight, 1
22059, London, Welterweight, 1
22060, London, Welterweight, 1
22061, Las Vegas, Welterweight, 1
22062, Paris, Welterweight, 1
22063, New York, Welterweight, 1
22064, Dublin, Welterweight, 1
22065, Paris, Welterweight, 0
22066, London, Welterweight, 1
22067, Paris, Welterweight, 0
22068, Los Angeles, Welterweight, 0
22069, Paris, Welterweight, 0
22070, New York, Welterweight, 1
22071, Paris, Welterweight, 1
22072, Las Vegas, Welterweight, 1
22073, Los Angeles, Welterweight, 0
22074, Los Angeles, Welterweight, 1
22075, Las Vegas, Welterweight, 0
22076, Las Vegas, Welterweight, 0
22077, Seattle, Welterweight, 0
22078, New York, Welterweight, 0
22079, Dublin, Welterweight, 1
22080, Los Angeles, Welterweight, 1
22081, New York, Welterweight, 0
22082, Seattle, Welterweight, 1
22083, Denver, Welterweight, 1
22084, Denver, Welterweight, 0
22085, Paris, Welterweight, 0
22086, London, Welterweight, 0
22087, New York, Welterweight, 0
22088, New York, Welterweight, 1
22089, New York, Welterweight, 1
22090, Seattle, Welterweight, 0
22091, Las Vegas, Welterweight, 0
22092, Seattle, Welterweight, 1
22093, Los Angeles, Welterweight, 0
22094, Dublin, Welterweight, 1
22095, Dublin, Welterweight, 0
22096, New York, Welterweight, 1
22097, London, Welterweight, 0
22098, Las Vegas, Welterweight, 0
22099, New York, Welterweight, 0
22100, London, Welterweight, 0
22101, Denver, Welterweight, 1
22102, London, Welterweight, 1
22103, London, Welterweight, 1
22104, Los Angeles, Welterweight, 0
22105, Denver, Welterweight, 0
22106, Los Angeles, Welterweight, 1
22107, Los Angeles, Welterweight, 1
22108, Paris, Welterweight, 0
22109, Dublin, Welterweight, 0
22110, Paris, Welterweight, 0
22111, Dublin, Welterweight, 0
22112, New York, Welterweight, 0
22113, New York, Welterweight, 1
22114, Paris, Welterweight, 0
22115, Seattle, Welterweight, 1
22116, Las Vegas, Welterweight, 1
22117, Las Vegas, Welterweight, 1
22118, Las Vegas, Welterweight, 0
22119, Denver, Welterweight, 0
22120, Denver, Welterweight, 0
22121, Seattle, Welterweight, 1
22122, Dublin, Welterweight, 0
22123, Denver, Welterweight, 0
22124, New York, Welterweight, 0
22125, Las Vegas, Welterweight, 0
22126, New York, Welterweight, 0
22127, Paris, Welterweight, 1
22128, Los Angeles, Welterweight, 0
22129, London, Welterweight, 1
22130, New York, Welterweight, 1
22131, Paris, Welterweight, 0
22132, London, Welterweight, 0
22133, New York, Welterweight, 1
22134, London, Welterweight, 1
22135, London, Welterweight, 1
22136, Los Angeles, Welterweight, 1
22137, London, Welterweight, 0
22138, Dublin, Welterweight, 0
22139, Las Vegas, Welterweight, 1
22140, London, Welterweight, 1
22141, Denver, Welterweight, 1
22142, Denver, Welterweight, 1
22143, Las Vegas, Welterweight, 0
22144, Las Vegas, Welterweight, 0
22145, Denver, Welterweight, 0
22146, London, Welterweight, 0
22147, New York, Welterweight, 0
22148, Los Angeles, Welterweight, 0
22149, Seattle, Welterweight, 1
22150, Los Angeles, Welterweight, 0
22151, Los Angeles, Welterweight, 1
22152, Paris, Welterweight, 1
22153, New York, Welterweight, 0
22154, Paris, Welterweight, 1
22155, Paris, Welterweight, 0
22156, Seattle, Welterweight, 1
22157, Denver, Welterweight, 1
22158, Paris, Welterweight, 0
22159, London, Welterweight, 0
22160, Denver, Welterweight, 1
22161, Denver, Welterweight, 1
22162, Las Vegas, Welterweight, 0
22163, Las Vegas, Welterweight, 1
22164, Dublin, Welterweight, 1
22165, Paris, Welterweight, 0
22166, Dublin, Welterweight, 0
22167, London, Welterweight, 0
22168, Denver, Welterweight, 0
22169, Paris, Welterweight, 0
22170, Seattle, Welterweight, 1
22171, Los Angeles, Welterweight, 1
22172, New York, Welterweight, 1
22173, Los Angeles, Welterweight, 0
22174, Seattle, Welterweight, 1
22175, Los Angeles, Welterweight, 0
22176, Las Vegas, Welterweight, 1
22177, Los Angeles, Welterweight, 0
22178, Paris, Welterweight, 1
22179, Denver, Welterweight, 0
22180, Paris, Welterweight, 1
22181, Las Vegas, Welterweight, 1
22182, Denver, Welterweight, 1
22183, Dublin, Welterweight, 1
22184, Las Vegas, Welterweight, 1
22185, Denver, Welterweight, 1
22186, Dublin, Welterweight, 1
22187, Denver, Welterweight, 0
22188, Seattle, Welterweight, 1
22189, London, Welterweight, 0
22190, Dublin, Welterweight, 1
22191, Denver, Welterweight, 0
22192, Denver, Welterweight, 0
22193, Seattle, Welterweight, 1
22194, Denver, Welterweight, 0
22195, Las Vegas, Welterweight, 1
22196, London, Welterweight, 0
22197, Los Angeles, Welterweight, 0
22198, New York, Welterweight, 1
22199, Las Vegas, Welterweight, 0
22200, Denver, Welterweight, 1
22201, New York, Welterweight, 1
22202, Las Vegas, Welterweight, 1
22203, London, Welterweight, 0
22204, Los Angeles, Welterweight, 1
22205, Dublin, Welterweight, 1
22206, Denver, Welterweight, 0
22207, New York, Welterweight, 0
22208, Los Angeles, Welterweight, 1
22209, Dublin, Welterweight, 0
22210, New York, Welterweight, 0
22211, Seattle, Welterweight, 1
22212, New York, Welterweight, 0
22213, New York, Welterweight, 0
22214, Las Vegas, Welterweight, 0
22215, Dublin, Welterweight, 1
22216, Dublin, Welterweight, 1
22217, Los Angeles, Welterweight, 0
22218, Las Vegas, Welterweight, 0
22219, Las Vegas, Welterweight, 0
22220, Las Vegas, Welterweight, 1
22221, Las Vegas, Welterweight, 0
22222, Seattle, Welterweight, 0
22223, New York, Welterweight, 1
22224, Dublin, Welterweight, 0
22225, Seattle, Welterweight, 1
22226, London, Welterweight, 0
22227, Las Vegas, Welterweight, 0
22228, Paris, Welterweight, 1
22229, Seattle, Welterweight, 0
22230, Los Angeles, Welterweight, 0
22231, Denver, Welterweight, 1
22232, Seattle, Welterweight, 1
22233, Paris, Welterweight, 1
22234, New York, Welterweight, 1
22235, London, Welterweight, 1
22236, Los Angeles, Welterweight, 1
22237, New York, Welterweight, 0
22238, Los Angeles, Welterweight, 0
22239, Las Vegas, Welterweight, 1
22240, Seattle, Welterweight, 0
22241, London, Welterweight, 0
22242, Seattle, Welterweight, 1
22243, Denver, Welterweight, 1
22244, Seattle, Welterweight, 1
22245, Las Vegas, Welterweight, 0
22246, London, Welterweight, 0
22247, Paris, Welterweight, 0
22248, Denver, Welterweight, 1
22249, Los Angeles, Welterweight, 1
22250, New York, Welterweight, 0
22251, Denver, Welterweight, 0
22252, Dublin, Welterweight, 1
22253, New York, Welterweight, 0
22254, Los Angeles, Welterweight, 0
22255, Denver, Welterweight, 0
22256, London, Welterweight, 0
22257, Paris, Welterweight, 1
22258, London, Welterweight, 0
22259, Denver, Welterweight, 1
22260, London, Welterweight, 0
22261, Seattle, Welterweight, 1
22262, Los Angeles, Welterweight, 1
22263, New York, Welterweight, 1
22264, Seattle, Welterweight, 0
22265, New York, Welterweight, 0
22266, New York, Welterweight, 1
22267, Paris, Welterweight, 0
22268, Paris, Welterweight, 0
22269, London, Welterweight, 0
22270, Dublin, Welterweight, 0
22271, Las Vegas, Welterweight, 1
22272, Los Angeles, Welterweight, 1
22273, Dublin, Welterweight, 0
22274, Denver, Welterweight, 1
22275, Seattle, Welterweight, 0
22276, Dublin, Welterweight, 0
22277, Dublin, Welterweight, 1
22278, Paris, Welterweight, 0
22279, Los Angeles, Welterweight, 0
22280, New York, Welterweight, 0
22281, Las Vegas, Welterweight, 1
22282, Las Vegas, Welterweight, 0
22283, Los Angeles, Welterweight, 0
22284, Paris, Welterweight, 0
22285, Los Angeles, Welterweight, 0
22286, Los Angeles, Welterweight, 0
22287, London, Welterweight, 1
22288, New York, Welterweight, 0
22289, Dublin, Welterweight, 0
22290, Las Vegas, Welterweight, 0
22291, Paris, Welterweight, 0
22292, New York, Welterweight, 1
22293, Denver, Welterweight, 0
22294, London, Welterweight, 1
22295, Los Angeles, Welterweight, 1
22296, Seattle, Welterweight, 1
22297, Denver, Welterweight, 0
22298, Las Vegas, Welterweight, 0
22299, Los Angeles, Welterweight, 0
22300, Dublin, Welterweight, 1
22301, Paris, Welterweight, 0
22302, Los Angeles, Welterweight, 0
22303, London, Welterweight, 1
22304, Seattle, Welterweight, 0
22305, Los Angeles, Welterweight, 0
22306, London, Welterweight, 0
22307, New York, Welterweight, 0
22308, Las Vegas, Welterweight, 1
22309, Los Angeles, Welterweight, 1
22310, London, Welterweight, 1
22311, Paris, Welterweight, 1
22312, Seattle, Welterweight, 1
22313, Paris, Welterweight, 1
22314, Seattle, Welterweight, 0
22315, Los Angeles, Welterweight, 1
22316, Los Angeles, Welterweight, 1
22317, Los Angeles, Welterweight, 1
22318, Denver, Welterweight, 1
22319, Dublin, Welterweight, 1
22320, London, Welterweight, 0
22321, New York, Welterweight, 1
22322, Los Angeles, Welterweight, 1
22323, Denver, Welterweight, 0
22324, Paris, Welterweight, 1
22325, Los Angeles, Welterweight, 0
22326, Dublin, Welterweight, 1
22327, Los Angeles, Welterweight, 0
22328, New York, Welterweight, 0
22329, Las Vegas, Welterweight, 1
22330, New York, Welterweight, 0
22331, Seattle, Welterweight, 1
22332, Dublin, Welterweight, 1
22333, Dublin, Welterweight, 0
22334, Dublin, Welterweight, 0
22335, Los Angeles, Welterweight, 1
22336, Los Angeles, Welterweight, 0
22337, Dublin, Welterweight, 1
22338, Dublin, Welterweight, 1
22339, Los Angeles, Welterweight, 1
22340, Los Angeles, Welterweight, 1
22341, Las Vegas, Welterweight, 0
22342, Denver, Welterweight, 1
22343, Seattle, Welterweight, 1
22344, Dublin, Welterweight, 1
22345, Dublin, Welterweight, 1
22346, London, Welterweight, 0
22347, Los Angeles, Welterweight, 0
22348, Las Vegas, Welterweight, 1
22349, New York, Welterweight, 0
22350, Dublin, Welterweight, 0
22351, Las Vegas, Welterweight, 1
22352, Seattle, Welterweight, 1
22353, Los Angeles, Welterweight, 1
22354, Paris, Welterweight, 0
22355, Los Angeles, Welterweight, 1
22356, Los Angeles, Welterweight, 1
22357, Paris, Welterweight, 0
22358, New York, Welterweight, 0
22359, London, Welterweight, 1
22360, Denver, Welterweight, 0
22361, Denver, Welterweight, 0
22362, Seattle, Welterweight, 0
22363, Seattle, Welterweight, 0
22364, Dublin, Welterweight, 0
22365, London, Welterweight, 1
22366, Dublin, Welterweight, 0
22367, Las Vegas, Welterweight, 0
22368, Los Angeles, Welterweight, 1
22369, Paris, Welterweight, 1
22370, Las Vegas, Welterweight, 0
22371, Dublin, Welterweight, 0
22372, Seattle, Welterweight, 0
22373, Denver, Welterweight, 1
22374, Dublin, Welterweight, 1
22375, New York, Welterweight, 0
22376, Paris, Welterweight, 1
22377, Dublin, Welterweight, 0
22378, London, Welterweight, 1
22379, Denver, Welterweight, 0
22380, Paris, Welterweight, 1
22381, London, Welterweight, 0
22382, New York, Welterweight, 1
22383, Paris, Welterweight, 0
22384, Las Vegas, Welterweight, 1
22385, Paris, Welterweight, 1
22386, Las Vegas, Welterweight, 0
22387, London, Welterweight, 1
22388, Paris, Welterweight, 1
22389, Los Angeles, Welterweight, 0
22390, Los Angeles, Welterweight, 0
22391, Las Vegas, Welterweight, 0
22392, London, Welterweight, 1
22393, London, Welterweight, 0
22394, London, Welterweight, 0
22395, Dublin, Welterweight, 1
22396, Paris, Welterweight, 0
22397, Las Vegas, Welterweight, 1
22398, Paris, Welterweight, 1
22399, New York, Welterweight, 1
22400, Seattle, Welterweight, 1
22401, Los Angeles, Welterweight, 1
22402, Los Angeles, Welterweight, 0
22403, Los Angeles, Welterweight, 1
22404, Paris, Welterweight, 1
22405, Seattle, Welterweight, 1
22406, Las Vegas, Welterweight, 0
22407, Denver, Welterweight, 1
22408, Denver, Welterweight, 1
22409, Paris, Welterweight, 0
22410, Paris, Welterweight, 0
22411, Seattle, Welterweight, 1
22412, Paris, Welterweight, 0
22413, Dublin, Welterweight, 0
22414, Paris, Welterweight, 1
22415, Denver, Welterweight, 0
22416, Dublin, Welterweight, 1
22417, Los Angeles, Welterweight, 1
22418, Denver, Welterweight, 0
22419, Las Vegas, Welterweight, 0
22420, Paris, Welterweight, 1
22421, Los Angeles, Welterweight, 1
22422, Dublin, Welterweight, 1
22423, Dublin, Welterweight, 1
22424, Las Vegas, Welterweight, 1
22425, New York, Welterweight, 0
22426, London, Welterweight, 0
22427, Dublin, Welterweight, 1
22428, New York, Welterweight, 0
22429, Seattle, Welterweight, 0
22430, London, Welterweight, 1
22431, New York, Welterweight, 0
22432, Paris, Welterweight, 1
22433, Los Angeles, Welterweight, 1
22434, New York, Welterweight, 0
22435, Seattle, Welterweight, 1
22436, London, Welterweight, 0
22437, London, Welterweight, 1
22438, Seattle, Welterweight, 0
22439, Los Angeles, Welterweight, 0
22440, Los Angeles, Welterweight, 0
22441, Paris, Welterweight, 1
22442, Las Vegas, Welterweight, 0
22443, Paris, Welterweight, 0
22444, Denver, Welterweight, 1
22445, New York, Welterweight, 1
22446, London, Welterweight, 1
22447, Paris, Welterweight, 0
22448, Las Vegas, Welterweight, 0
22449, Dublin, Welterweight, 0
22450, Los Angeles, Welterweight, 1
22451, Dublin, Welterweight, 0
22452, London, Welterweight, 0
22453, Las Vegas, Welterweight, 1
22454, Seattle, Welterweight, 1
22455, Los Angeles, Welterweight, 1
22456, Dublin, Welterweight, 0
22457, Paris, Welterweight, 0
22458, New York, Welterweight, 0
22459, Dublin, Welterweight, 0
22460, Dublin, Welterweight, 1
22461, Denver, Welterweight, 0
22462, Denver, Welterweight, 1
22463, Denver, Welterweight, 1
22464, New York, Welterweight, 1
22465, Las Vegas, Welterweight, 1
22466, Seattle, Welterweight, 1
22467, Denver, Welterweight, 1
22468, Denver, Welterweight, 1
22469, London, Welterweight, 1
22470, Paris, Welterweight, 1
22471, New York, Welterweight, 0
22472, New York, Welterweight, 1
22473, Paris, Welterweight, 1
22474, Las Vegas, Welterweight, 0
22475, New York, Welterweight, 1
22476, Denver, Welterweight, 0
22477, Paris, Welterweight, 1
22478, Las Vegas, Welterweight, 1
22479, Paris, Welterweight, 0
22480, London, Welterweight, 0
22481, Dublin, Welterweight, 1
22482, New York, Welterweight, 1
22483, London, Welterweight, 0
22484, Dublin, Welterweight, 0
22485, London, Welterweight, 0
22486, Las Vegas, Welterweight, 1
22487, Los Angeles, Welterweight, 1
22488, Las Vegas, Welterweight, 1
22489, Paris, Welterweight, 0
22490, Dublin, Welterweight, 1
22491, New York, Welterweight, 1
22492, Dublin, Welterweight, 1
22493, Denver, Welterweight, 1
22494, Seattle, Welterweight, 0
22495, Dublin, Welterweight, 0
22496, Denver, Welterweight, 1
22497, Paris, Welterweight, 0
22498, Denver, Welterweight, 1
22499, Denver, Welterweight, 1
22500, Las Vegas, Welterweight, 0
22501, Denver, Light Heavyweight, 0
22502, Los Angeles, Light Heavyweight, 1
22503, Las Vegas, Light Heavyweight, 0
22504, Los Angeles, Light Heavyweight, 1
22505, Seattle, Light Heavyweight, 0
22506, Seattle, Light Heavyweight, 0
22507, London, Light Heavyweight, 0
22508, New York, Light Heavyweight, 0
22509, Denver, Light Heavyweight, 1
22510, Seattle, Light Heavyweight, 1
22511, Dublin, Light Heavyweight, 0
22512, Paris, Light Heavyweight, 1
22513, Denver, Light Heavyweight, 1
22514, Seattle, Light Heavyweight, 0
22515, Paris, Light Heavyweight, 1
22516, Las Vegas, Light Heavyweight, 1
22517, Paris, Light Heavyweight, 1
22518, Seattle, Light Heavyweight, 1
22519, Las Vegas, Light Heavyweight, 0
22520, Paris, Light Heavyweight, 0
22521, London, Light Heavyweight, 1
22522, Los Angeles, Light Heavyweight, 0
22523, Dublin, Light Heavyweight, 1
22524, Dublin, Light Heavyweight, 1
22525, Los Angeles, Light Heavyweight, 1
22526, New York, Light Heavyweight, 0
22527, Paris, Light Heavyweight, 0
22528, Los Angeles, Light Heavyweight, 1
22529, Los Angeles, Light Heavyweight, 0
22530, Dublin, Light Heavyweight, 1
22531, Denver, Light Heavyweight, 0
22532, Dublin, Light Heavyweight, 1
22533, Dublin, Light Heavyweight, 0
22534, London, Light Heavyweight, 1
22535, Denver, Light Heavyweight, 1
22536, New York, Light Heavyweight, 0
22537, Denver, Light Heavyweight, 1
22538, Las Vegas, Light Heavyweight, 1
22539, Seattle, Light Heavyweight, 0
22540, New York, Light Heavyweight, 1
22541, Dublin, Light Heavyweight, 0
22542, Seattle, Light Heavyweight, 0
22543, Seattle, Light Heavyweight, 0
22544, Denver, Light Heavyweight, 1
22545, Los Angeles, Light Heavyweight, 0
22546, Seattle, Light Heavyweight, 1
22547, Dublin, Light Heavyweight, 1
22548, Seattle, Light Heavyweight, 1
22549, Dublin, Light Heavyweight, 0
22550, London, Light Heavyweight, 1
22551, Paris, Light Heavyweight, 1
22552, Seattle, Light Heavyweight, 1
22553, Dublin, Light Heavyweight, 1
22554, Los Angeles, Light Heavyweight, 0
22555, Las Vegas, Light Heavyweight, 0
22556, London, Light Heavyweight, 0
22557, London, Light Heavyweight, 0
22558, Denver, Light Heavyweight, 1
22559, Las Vegas, Light Heavyweight, 0
22560, Los Angeles, Light Heavyweight, 1
22561, London, Light Heavyweight, 1
22562, Seattle, Light Heavyweight, 1
22563, Seattle, Light Heavyweight, 1
22564, New York, Light Heavyweight, 0
22565, Las Vegas, Light Heavyweight, 0
22566, Las Vegas, Light Heavyweight, 0
22567, New York, Light Heavyweight, 0
22568, London, Light Heavyweight, 1
22569, Denver, Light Heavyweight, 0
22570, New York, Light Heavyweight, 1
22571, New York, Light Heavyweight, 0
22572, Seattle, Light Heavyweight, 1
22573, Paris, Light Heavyweight, 1
22574, Las Vegas, Light Heavyweight, 1
22575, Denver, Light Heavyweight, 0
22576, Denver, Light Heavyweight, 1
22577, London, Light Heavyweight, 0
22578, Seattle, Light Heavyweight, 0
22579, London, Light Heavyweight, 0
22580, Las Vegas, Light Heavyweight, 1
22581, Dublin, Light Heavyweight, 1
22582, Las Vegas, Light Heavyweight, 1
22583, London, Light Heavyweight, 1
22584, Paris, Light Heavyweight, 0
22585, Dublin, Light Heavyweight, 0
22586, Las Vegas, Light Heavyweight, 0
22587, Denver, Light Heavyweight, 1
22588, New York, Light Heavyweight, 0
22589, Seattle, Light Heavyweight, 0
22590, Denver, Light Heavyweight, 0
22591, Las Vegas, Light Heavyweight, 0
22592, Seattle, Light Heavyweight, 1
22593, Los Angeles, Light Heavyweight, 1
22594, London, Light Heavyweight, 1
22595, Denver, Light Heavyweight, 0
22596, Las Vegas, Light Heavyweight, 1
22597, Las Vegas, Light Heavyweight, 0
22598, Las Vegas, Light Heavyweight, 1
22599, Dublin, Light Heavyweight, 0
22600, New York, Light Heavyweight, 0
22601, New York, Light Heavyweight, 1
22602, Paris, Light Heavyweight, 1
22603, Las Vegas, Light Heavyweight, 0
22604, Denver, Light Heavyweight, 1
22605, Dublin, Light Heavyweight, 1
22606, Las Vegas, Light Heavyweight, 1
22607, Dublin, Light Heavyweight, 0
22608, London, Light Heavyweight, 1
22609, Los Angeles, Light Heavyweight, 1
